,names,ratings,locations,distances,latitude,longitude,price,popularity,total_photos,total_ratings
377,Williams-Sonoma,8.4,"2903 Granville St (at West 13th), Vancouver BC V6H 3J6",320,49.262598,-123.138921,,0.882662062947013,14.0,18.0
378,Heirloom Juice Co,7.6,"2861 Granville St, Vancouver BC V6H 3J4",262,49.262598,-123.138921,1.0,0.8603707006127753,6.0,9.0
379,Eq3,7.9,"2536 Granville St, Vancouver BC V6H 3G8",301,49.262598,-123.138921,,0.8836865170457779,21.0,18.0
380,Small Victory,8.9,"3070 Granville St, Vancouver BC V6H 3J8",89,49.25894,-123.139272,1.0,0.9595720058431826,41.0,27.0
381,Williams-Sonoma,8.4,"2903 Granville St (at West 13th), Vancouver BC V6H 3J6",90,49.25894,-123.139272,,0.882662062947013,14.0,18.0
382,Anthropologie,7.9,"2912 Granville St, Vancouver BC V6H 3J7",74,49.25894,-123.139272,,0.9305458063781753,37.0,31.0
383,Stable House Bistro,7.7,"1520 13th Ave W (at Granville St), Vancouver BC V6J 2G4",89,49.25894,-123.139272,,0.9279846711312629,49.0,22.0
384,Heirloom Juice Co,7.6,"2861 Granville St, Vancouver BC V6H 3J4",147,49.25894,-123.139272,1.0,0.8603707006127753,6.0,9.0
385,Heirloom Vegetarian,7.7,"1509 12th Ave W (at Granville St), Vancouver BC V6J 2E2",219,49.25894,-123.139272,2.0,0.964940904175599,168.0,144.0
386,Stanley Industrial Alliance Stage,8.6,"2750 Granville St (12th Avenue), Vancouver BC V6H 3J3",279,49.25894,-123.139272,,0.9520972851966383,143.0,47.0
387,Pottery Barn,7.8,"2600 Granville St (at W 10th Ave.), Vancouver BC V6H 3H8",404,49.25894,-123.139272,,0.9409041755990211,13.0,18.0
388,Indigo,7.9,"2505 Granville St (at W Broadway), Vancouver BC V6H 3G7",472,49.25894,-123.139272,,0.993948132268407,173.0,150.0
389,Suika,8.7,"1626W Broadway W (btwn Fir & Pine), Vancouver BC V6J 1X6",535,49.25894,-123.139272,2.0,0.9723966534499441,488.0,219.0
390,Indian Roti Kitchen,8.4,"2961 Cambie St, Vancouver BC V5Z 2V7",30,49.258763,-123.115392,2.0,0.9053897668418357,4.0,33.0
391,Passion8 Dessert Cafe,8.0,"3010 Cambie St, Vancouver BC V5Z 2V9",48,49.258763,-123.115392,1.0,0.9468611864696174,28.0,32.0
392,Vij's,8.9,"3106 Cambie St (at W 15th Ave), Vancouver BC V5Z 2W2",139,49.258763,-123.115392,2.0,0.9633093661664548,66.0,113.0
393,Dutch Wooden Shoe Cafe,7.8,"3292 Cambie St (at W 17 Ave.), Vancouver BC V5Z 2W4",294,49.258763,-123.115392,1.0,0.9435981104513289,116.0,42.0
394,Biercraft Bistro,8.1,"3305 Cambie St (at 17th Ave.), Vancouver BC V5Z 2W6",328,49.258763,-123.115392,3.0,0.8879171330462332,265.0,155.0
395,Rain or Shine,8.8,"3382 Cambie St (18th Ave), Vancouver BC V5Z 2W5",404,49.258763,-123.115392,1.0,0.9739333345980915,99.0,78.0
396,Lemonade Gluten Free Bakery,8.2,"3385 Cambie St (W.17th and W.19th Ave), Vancouver BC V5Z 2W6",400,49.258763,-123.115392,1.0,0.8910474094591262,27.0,31.0
397,Corduroy Pie Co,8.6,"758 16th Ave W (Willow), Vancouver BC V5Z 1S7",466,49.258763,-123.115392,1.0,0.8580372218322552,15.0,18.0
398,Potluck Hawker Eatery,8.2,"3424 Cambie St (b/w W. 18th Avenue & W. 19th Avenue), Vancouver BC V5Z 2W8",470,49.258763,-123.115392,2.0,0.9343021380736468,31.0,12.0
399,Elysian Coffee Broadway,8.2,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",509,49.258763,-123.115392,1.0,0.9569918992240709,171.0,199.0
400,Pure Bread,8.7,"5 5th Ave E (Ontario Street), Vancouver BC V5T 1G7",25,49.266724,-123.104824,1.0,0.948189182523572,18.0,24.0
401,The Juice Truck,8.8,"28 5th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1H5",59,49.266724,-123.104824,1.0,0.9066987915235909,26.0,38.0
402,R & B Brewing Inc,8.6,"54B 4th Ave E (btwn Ontario & Quebec), Vancouver BC V5T 1E8",123,49.266724,-123.104824,2.0,0.9771774392441805,121.0,69.0
403,Elysian Coffee,9.0,"2301 Ontario St (at 7th Ave), Vancouver BC V5T 2X5",233,49.266724,-123.104824,1.0,0.9527423118514162,76.0,78.0
404,Faculty Brewing Co,8.3,"1830 Ontario St (at E 2nd Ave), Vancouver BC V5T 2W6",219,49.266724,-123.104824,2.0,0.9526853977348182,118.0,58.0
405,Argo Cafe,7.7,"1836 Ontario St (at 3rd Ave.), Vancouver BC V5T 2W6",206,49.266724,-123.104824,1.0,0.9318548310599306,43.0,36.0
406,Earnest Ice Cream,9.3,"1829 Quebec St (at E 2nd Ave), Vancouver BC V5T 2Z3",296,49.266724,-123.104824,1.0,0.9818254254330215,267.0,298.0
407,33 Acres Brewing Co,9.4,"15 8th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1M8",320,49.266724,-123.104824,2.0,0.9658894727855666,596.0,379.0
408,Brassneck Brewery,8.5,"2148 Main St (btwn E 5th & 6th Ave), Vancouver BC V5T 3C5",324,49.266724,-123.104824,2.0,0.9672364402117205,415.0,287.0
409,Cartems Donuterie,8.4,"2152 Main Mall (6th), Vancouver BC V6T 1Z4",326,49.266724,-123.104824,1.0,0.9287245546470376,82.0,73.0
410,The Cascade Room,8.6,"2616 Main St (at 10th Ave), Vancouver BC V5T 3E6",88,49.262141,-123.101961,2.0,0.9292367816964201,140.0,200.0
411,Fable Diner,8.4,"151 Broadway E (Main), Vancouver BC V5T 1W1",95,49.262141,-123.101961,2.0,0.9350420215894215,65.0,71.0
412,Bean Around the World,7.9,"2528 Main St (at East Broadway), Vancouver BC V5T 3E4",85,49.262141,-123.101961,1.0,0.9316461459657377,29.0,32.0
413,Pulpfiction Books,8.9,"2422 Main St, Vancouver BC V5T 3E2",180,49.262141,-123.101961,,0.9258788488171349,15.0,43.0
414,La Petite Cuillere,8.6,"55 Kingsway (at 8th Ave.), Vancouver BC V5T 3J1",215,49.262141,-123.101961,2.0,0.9030373166891161,54.0,25.0
415,Sing Sing Beer Bar,7.5,"2718 Main St, Vancouver BC V5T 3E8",203,49.262141,-123.101961,,0.9848987877293165,25.0,16.0
416,33 Acres Brewing Co,9.4,"15 8th Ave W (btwn Manitoba & Ontario), Vancouver BC V5Y 1M8",309,49.262141,-123.101961,2.0,0.9658894727855666,596.0,379.0
417,Elysian Coffee,9.0,"2301 Ontario St (at 7th Ave), Vancouver BC V5T 2X5",351,49.262141,-123.101961,1.0,0.9527423118514162,76.0,78.0
418,49th Parallel Coffee Roast,8.6,"2902 Main St (at E 13th Ave), Vancouver BC V5T 3G3",342,49.262141,-123.101961,2.0,0.9715429417009732,900.0,562.0
419,Main Street Brewing Co,8.2,"261 7th Ave E (at Scotia St), Vancouver BC V5T 0B8",338,49.262141,-123.101961,2.0,0.9431427975185445,211.0,110.0
420,Romer's Burger Bar,8.7,"1873 4th Ave W (btwn Cypress & Burrard), Vancouver BC V6J 1M4",43,49.268269,-123.147885,2.0,0.9601980611257612,172.0,196.0
421,Rain or Shine Ice Cream,8.9,"1926 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",68,49.268269,-123.147885,3.0,0.9824894234599989,191.0,196.0
422,Fable,8.9,"1944 4th Ave W (btwn Cypress & Maple), Vancouver BC V6J 1M5",88,49.268269,-123.147885,2.0,0.930963176566561,251.0,202.0
423,Indian Oven Restaurant Ltd,8.8,"2006 4th Ave W (at Maple St), Vancouver BC V6J 1M9",195,49.268269,-123.147885,2.0,0.8782796759689628,10.0,41.0
424,Las Margaritas,7.4,"1999 4th Ave W (at Maple St), Vancouver BC V6J 1M7",165,49.268269,-123.147885,2.0,0.9737625922482973,211.0,172.0
425,Cineplex Cinemas,8.1,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",225,49.268269,-123.147885,,0.9763426988674091,84.0,131.0
426,AnnaLena,8.8,"1809 1st Ave W (btwn Cypress & Chestnut), Vancouver BC V6J 5B8",284,49.268269,-123.147885,,0.9640113069378308,84.0,75.0
427,Their There,8.0,"2042 4th Ave W, Vancouver BC V6J 1M9",255,49.268269,-123.147885,1.0,0.9531027679232039,45.0,28.0
428,Elysian Room,7.6,"1778 5th Ave W (at Burrard St), Vancouver BC V6J 1P2",230,49.268269,-123.147885,2.0,0.9349851074728235,47.0,60.0
429,Lululemon Athletica,8.8,"2123 4th Ave W (at Arbutus St), Vancouver BC V6K 1N7",383,49.268269,-123.147885,,0.9775568666881675,35.0,69.0
430,Vanier Park,8.9,"1695 Whyte Ave (Chestnut), Vancouver BC",32,49.275717,-123.142564,,0.9723207679611466,267.0,74.0
431,Bard on the Beach Theatre Society,8.1,"1100 Chestnut St, Vancouver BC V6J 3J9",123,49.275717,-123.142564,,0.9663827284627498,188.0,67.0
432,Museum of Vancouver,8.3,"1100 Chestnut St, Vancouver BC V6J 3J9",142,49.275717,-123.142564,,0.9744265902752746,339.0,110.0
433,H.R. MacMillan Space Ctr,6.9,"1100 Chestnut St, Vancouver BC V6J 3J9",154,49.275717,-123.142564,,0.8910663808313255,141.0,67.0
434,Siegel's Bagels,8.8,"1883 Cornwall Ave (at Cypress St), Vancouver BC V6J 1C6",478,49.275717,-123.142564,1.0,0.9854869002674963,154.0,158.0
435,Hadden Park,7.8,"1905 Ogden Ave (Cypress St), Vancouver BC V6J 1A3",442,49.275717,-123.142564,,0.9848608449849178,74.0,18.0
436,Vancouver Maritime Museum,7.5,"1905 Ogden Ave (in Vanier Park), Vancouver BC V6J 1A3",414,49.275717,-123.142564,,0.9648650186868016,159.0,41.0
437,Kits Point Dog Beach,8.1,"Ogden Ave (at Cypress), Vancouver BC",530,49.275717,-123.142564,,0.9885956842987071,120.0,28.0
438,A Bread Affair,8.8,"1680 Johnston St (at Duranleau St), Vancouver BC V6H 3S2",607,49.275717,-123.142564,1.0,0.9753182447686441,62.0,48.0
439,Granville Island Publishing,8.9,"1656 Duranleau St, Vancouver BC V6H 3S4",627,49.275717,-123.142564,,0.9660791865075601,57.0,25.0
440,Tacofino,9.0,"1025 Mainland St (Nelson), Vancouver BC V6B 5P9",44,49.276436,-123.11877,1.0,0.9687731213598679,41.0,94.0
441,The Keg Steakhouse + Bar - Yaletown,8.2,"1011 Mainland St (at Nelson St), Vancouver BC V6B 5P9",52,49.276436,-123.11877,3.0,0.9727950522661304,249.0,210.0
442,Angus T,8.9,"1036 Mainland St, Vancouver BC V6B 2T4",96,49.276436,-123.11877,1.0,0.9421373147919789,52.0,26.0
443,The Parlour,8.7,"1011 Hamilton St (btwn Nelson & Helmcken), Vancouver BC V6B 5T4",103,49.276436,-123.11877,2.0,0.9619244559959022,223.0,223.0
444,Blue Water Cafe + Raw Bar,9.1,"1095 Hamilton St (at Helmcken St), Vancouver BC V6B 5T4",171,49.276436,-123.11877,4.0,0.9664775853237465,381.0,317.0
445,La Terrazza,8.9,"1088 Cambie St (at Pacific Blvd.), Vancouver BC V6B 6J5",176,49.276436,-123.11877,4.0,0.9513574016808636,29.0,34.0
446,Small Victory Bakery,8.9,"1088 Homer St (btwn Helmcken & Nelson), Vancouver BC V6B 2W9",186,49.276436,-123.11877,1.0,0.9844624461687314,215.0,268.0
447,Minami Restaurant,9.0,"1118 Mainland St (at Helmcken St.), Vancouver BC V6B 2T9",194,49.276436,-123.11877,3.0,0.9346246514010358,569.0,326.0
448,Lupo Restaurant & Vinoteca,8.6,"869 Hamilton St (btwn Smithe & Robson), Vancouver BC V6B 2R7",210,49.276436,-123.11877,2.0,0.9712393997457837,87.0,120.0
449,Mister,8.8,"1141 Mainland St (btwn Davie & Helmcken), Vancouver BC V6B 5P2",239,49.276436,-123.11877,1.0,0.9652444461307886,109.0,85.0
450,Nero Belgian Waffle Bar,9.1,"1002 Seymour St (Seymour and Nelson), Vancouver BC V6B 3M6",103,49.277844,-123.120942,1.0,0.9735349357819051,111.0,112.0
451,The Parlour,8.7,"1011 Hamilton St (btwn Nelson & Helmcken), Vancouver BC V6B 5T4",136,49.277844,-123.120942,2.0,0.9619244559959022,223.0,223.0
452,Small Victory Bakery,8.9,"1088 Homer St (btwn Helmcken & Nelson), Vancouver BC V6B 2W9",150,49.277844,-123.120942,1.0,0.9844624461687314,215.0,268.0
453,Blue Water Cafe + Raw Bar,9.1,"1095 Hamilton St (at Helmcken St), Vancouver BC V6B 5T4",186,49.277844,-123.120942,4.0,0.9664775853237465,381.0,317.0
454,Tacofino,9.0,"1025 Mainland St (Nelson), Vancouver BC V6B 5P9",193,49.277844,-123.120942,1.0,0.9687731213598679,41.0,94.0
455,The Keg Steakhouse + Bar - Yaletown,8.2,"1011 Mainland St (at Nelson St), Vancouver BC V6B 5P9",173,49.277844,-123.120942,3.0,0.9727950522661304,249.0,210.0
456,Homer St. Cafe and Bar,8.7,"898 Homer St (at Smithe St.), Vancouver BC V6B 2W5",203,49.277844,-123.120942,2.0,0.9738953918536928,228.0,191.0
457,Angus T,8.9,"1036 Mainland St, Vancouver BC V6B 2T4",221,49.277844,-123.120942,1.0,0.9421373147919789,52.0,26.0
458,The Mexican,8.6,"1049 Granville St (btwn Nelson & Helmcken), Vancouver BC V6Z 1L4",241,49.277844,-123.120942,1.0,0.9793781184193052,129.0,187.0
459,The Orpheum,8.8,"601 Smithe St (btwn Smithe & Robson), Vancouver BC V6B 3L4",256,49.277844,-123.120942,,0.9875927225816243,625.0,211.0
460,Caffe Cittadella,8.6,"2310 Ash St (at W 7th Ave), Vancouver BC V5Z 3C2",153,49.265089,-123.119425,2.0,0.9546204776991519,137.0,81.0
461,Dynasty Seafood Restaurant 皇朝海鮮酒家,7.6,"777 Broadway W, Vancouver BC V5Z 4J7",204,49.265089,-123.119425,1.0,0.9819961677828157,182.0,105.0
462,Elysian Coffee Broadway,8.2,"590 Broadway W (at Ash St), Vancouver BC V5Z 1E9",261,49.265089,-123.119425,1.0,0.9569918992240709,171.0,199.0
463,Cactus Club Cafe Broadway + Ash,7.6,"575 West Broadway (at Ash St), Vancouver BC V5Z 1E6",243,49.265089,-123.119425,3.0,0.9830965073703781,107.0,96.0
464,Whole Foods,8.5,"510 8th Ave W (at Cambie St), Vancouver BC V5Z 1C5",321,49.265089,-123.119425,3.0,0.9968507522149077,431.0,364.0
465,Menchies Frozen Yogurt,8.2,"2315 Cambie St (at W 7th Ave), Vancouver BC V5Z 2T9",320,49.265089,-123.119425,1.0,0.9200166948075355,225.0,69.0
466,Charleson Park,8.9,"999 Charleson St, Vancouver BC",429,49.265089,-123.119425,,0.9949536149949726,332.0,59.0
467,Gyu-Kaku BBQ,8.5,"950 Broadway W (at Laurel St), Vancouver BC V5Z 1K7",482,49.265089,-123.119425,3.0,0.9322342585039176,60.0,81.0
468,La Taqueria Pinche Taco Shop,8.5,"2450 Yukon St (at W Broadway), Vancouver BC V5Y 0A4",510,49.265089,-123.119425,2.0,0.9206048073457154,283.0,366.0
469,Body Energy Club,7.5,"555 12th Ave W (at City Square), Vancouver BC V5Z 3X7",485,49.265089,-123.119425,,0.9026768606173284,12.0,10.0
470,Little Sister's Book & Art Emporium,8.7,"1238 Davie St (btwn Bute & Jervis St.), Vancouver BC V6E 1N3",209,49.28026,-123.135244,,0.9374893286031378,15.0,22.0
471,Cobs Bread,8.6,"1160 Davie St (between Thurlow and Bute), Vancouver BC V6E 1N1",224,49.28026,-123.135244,1.0,0.8521560964504563,27.0,26.0
472,La Belle Patate,8.3,"1215 Davie St (Between Jervis & Bute), Vancouver BC V6E 1N4",224,49.28026,-123.135244,2.0,0.9771205251275825,285.0,210.0
473,Score on Davie,8.5,"1262 Davie St (btwn Jervis & Bute), Vancouver BC V6E 1N3",238,49.28026,-123.135244,2.0,0.9774809811993701,253.0,227.0
474,Samurai Japanese Restaurant,7.8,"1108 Davie St (btwn Bute & Thurlow), Vancouver BC V6E 1N1",275,49.28026,-123.135244,2.0,0.9739143632258921,150.0,157.0
475,Matchstick,7.7,"1305 Davie St, Vancouver BC V6E 1N5",273,49.28026,-123.135244,1.0,0.9737246495038986,5.0,11.0
476,Gurkha Himalayan Kitchen,7.5,"1141 Davie St (btwn Thurlow & Bute), Vancouver BC V6E 1N2",262,49.28026,-123.135244,,0.977310238849576,38.0,24.0
477,Thai Basil Restaurant,7.6,"1215 Thurlow St, Vancouver BC V6E 1X4",274,49.28026,-123.135244,1.0,0.9728709377549278,73.0,64.0
478,Cazba Restaurant,7.6,"1103 Davie St (at Thurlow St.), Vancouver BC V6E 1N2",309,49.28026,-123.135244,2.0,0.9483599248733661,134.0,126.0
479,Banana Leaf,8.2,"1043 Davie St (b/t Burrard & Thurlow), Vancouver BC V6E 1M5",364,49.28026,-123.135244,3.0,0.962455654417484,177.0,115.0
480,Kingyo Izakaya 金魚居酒屋,8.9,"871 Denman St (btwn Haro & Barclay), Vancouver BC V6G 2L9",308,49.291909,-123.140713,3.0,0.9700631746694238,790.0,379.0
481,Peaked Pies,8.5,"975 Denman St, Vancouver BC V6G 2M3",309,49.291909,-123.140713,,0.9468991292140161,37.0,31.0
482,Tavola,9.1,"1829 Robson St (at Denman St), Vancouver BC V6G 1E4",354,49.291909,-123.140713,2.0,0.9320255734097247,98.0,84.0
483,Khaghan Restaurant,7.8,"851 Denman St, Vancouver BC V6G 2L9",316,49.291909,-123.140713,,0.9342641953292482,13.0,10.0
484,Ayoub's Dried Fruits & Nuts,7.8,"986 Denman St, Vancouver BC V6G 2M1",319,49.291909,-123.140713,,0.8984083018724744,44.0,18.0
485,Banana Leaf,8.6,"1096 Denman St (btwn Comox & Pendrell St.), Vancouver BC V6G 2M8",400,49.291909,-123.140713,3.0,0.8665363965775644,85.0,56.0
486,Delany's Coffee House,8.1,"1105 Denman St (at Comox St.), Vancouver BC V6G 2M7",413,49.291909,-123.140713,1.0,0.9797196031188936,63.0,77.0
487,Chung Chun Rice Hotdog,8.4,"1795 Robson St, Vancouver BC V6G 1C9",436,49.291909,-123.140713,2.0,0.9539564796721747,16.0,10.0
488,Stanley Park English Bay Seawall,9.6,"Beach Ave (at Park Ln), Vancouver BC",483,49.291909,-123.140713,,0.9997080146169618,846.0,220.0
489,Brandon & Joanny's NOFRILLS Vancouver,7.8,"1030 Denman St (Nelson), Vancouver BC V6G 2M6",408,49.291909,-123.140713,,0.99151979662689,258.0,80.0
490,Tavola,9.1,"1829 Robson St (at Denman St), Vancouver BC V6G 1E4",261,49.293257,-123.138563,2.0,0.9320255734097247,98.0,84.0
491,Kingyo Izakaya 金魚居酒屋,8.9,"871 Denman St (btwn Haro & Barclay), Vancouver BC V6G 2L9",323,49.293257,-123.138563,3.0,0.9700631746694238,790.0,379.0
492,Khaghan Restaurant,7.8,"851 Denman St, Vancouver BC V6G 2L9",311,49.293257,-123.138563,,0.9342641953292482,13.0,10.0
493,Chung Chun Rice Hotdog,8.4,"1795 Robson St, Vancouver BC V6G 1C9",364,49.293257,-123.138563,2.0,0.9539564796721747,16.0,10.0
494,Spokes Bike Rentals,8.0,"1798 Georgia St W (at Denman), Vancouver BC V6G 2V7",349,49.293257,-123.138563,,0.9910075695775076,53.0,98.0
495,Peaked Pies,8.5,"975 Denman St, Vancouver BC V6G 2M3",404,49.293257,-123.138563,,0.9468991292140161,37.0,31.0
496,Guu with Garlic,9.0,"1698 Robson St (at Bidwell St), Vancouver BC V6G 1C7",469,49.293257,-123.138563,2.0,0.9515660867750564,377.0,238.0
497,Aria Market,8.5,"837 Bidwell St (Robson), Vancouver BC V6G 2J7",457,49.293257,-123.138563,,0.9937584185464134,17.0,15.0
498,Nero Belgian Waffle Bar,8.3,"1703 Robson St (at Bidwell St), Vancouver BC V6G 1C9",452,49.293257,-123.138563,2.0,0.9498776346493142,498.0,250.0
499,Ayoub's Dried Fruits & Nuts,7.8,"986 Denman St, Vancouver BC V6G 2M1",421,49.293257,-123.138563,,0.8984083018724744,44.0,18.0
500,Pappa Roti,8.5,"1505 Robson St (at Nicola St), Vancouver BC V6G 1C3",111,49.288011,-123.132006,1.0,0.9732503651989148,205.0,151.0
501,Saku,8.7,"1773 Robson St, Vancouver BC V6G 1C9",137,49.288011,-123.132006,2.0,0.94619718844264,51.0,27.0
502,Ramen Danbo - Robson,9.1,"1333 Robson St (btwn Broughton & Jervis), Vancouver BC V6E 1C6",226,49.288011,-123.132006,2.0,0.9836087344197606,235.0,201.0
503,Greenhorn Cafe,8.6,"994 Nicola St (at Nelson St), Vancouver BC V6G 2C8",212,49.288011,-123.132006,2.0,0.9190112120809698,210.0,174.0
504,Whole Foods,8.2,"1675 Robson St (at Bidwell St.), Vancouver BC V6G 1C8",239,49.288011,-123.132006,,0.9929426495418414,264.0,195.0
505,Guu with Garlic,9.0,"1698 Robson St (at Bidwell St), Vancouver BC V6G 1C7",291,49.288011,-123.132006,2.0,0.9515660867750564,377.0,238.0
506,Cardero Bottega,8.7,"1016 Cardero St (at Comox St.), Vancouver BC V6G 2H1",298,49.288011,-123.132006,1.0,0.9621710838344938,41.0,48.0
507,Aria Market,8.5,"837 Bidwell St (Robson), Vancouver BC V6G 2J7",297,49.288011,-123.132006,,0.9937584185464134,17.0,15.0
508,Nero Belgian Waffle Bar,8.3,"1703 Robson St (at Bidwell St), Vancouver BC V6G 1C9",313,49.288011,-123.132006,2.0,0.9498776346493142,498.0,250.0
509,Marutama Ra-men,8.3,"780 Bidwell St (at Robson St), Vancouver BC V6G 2J6",314,49.288011,-123.132006,2.0,0.9828688509039859,338.0,245.0
510,Pidgin,8.5,"350 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J3",80,49.28117,-123.104419,3.0,0.966610384929142,259.0,141.0
511,Nelson the Seagull,8.8,"315 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J4",114,49.28117,-123.104419,2.0,0.9453055339492705,379.0,280.0
512,Caffe di Beppe,8.1,Vancouver BC,143,49.28117,-123.104419,1.0,0.9612604579689249,41.0,32.0
513,Tacofino,8.9,"15 Cordova St W (btwn Abbott & Carrall), Vancouver BC V6B 1C8",190,49.28117,-123.104419,1.0,0.9573713266680579,213.0,311.0
514,Back and Forth Bar,8.4,"303 Columbia St, Vancouver BC V6A 2R7",184,49.28117,-123.104419,,0.9848418736127184,5.0,16.0
515,Meet in Gastown,8.9,"12 Water St (btwn Abbott St & Carrall St), Vancouver BC V6B 1A5",239,49.28117,-123.104419,2.0,0.947866669196183,101.0,175.0
516,Blarney Stone,7.7,"216 Carrall St (btw Water, Powell & Alexander St), Vancouver BC V6B 2J1",175,49.28117,-123.104419,2.0,0.9589838933050028,200.0,144.0
517,Keefer Bar,9.0,"135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3",278,49.28117,-123.104419,3.0,0.9745214471362713,245.0,234.0
518,New Town Bakery & Restaurant,8.2,"148 Pender St E (Main St), Vancouver BC V6A 1T3",247,49.28117,-123.104419,1.0,0.9858663277114834,231.0,179.0
519,Birds & the Beets,8.9,"55 Powell St, Vancouver BC V6A 1E9",286,49.28117,-123.104419,2.0,0.9516799150082526,116.0,164.0
520,Vancouver Art Gallery,8.6,"750 Hornby St (btwn Robson & W Georgia St.), Vancouver BC V6Z 2H7",44,49.283227,-123.120523,,0.9961488114435317,1598.0,564.0
521,Hawksworth Restaurant,9.1,"801 Georgia St W (at Howe St), Vancouver BC V6C 1P7",78,49.283227,-123.120523,4.0,0.9903246001783309,411.0,273.0
522,Lululemon Athletica,8.2,"1148 Robson St (At Burrard St), Vancouver BC V6E 1B2",174,49.283227,-123.120523,,0.9902107719451347,97.0,123.0
523,Rocky Mountain Chocolate Factory,8.7,"1017 Robson St (at Burrard St.), Vancouver BC V6E 1A9",206,49.283227,-123.120523,1.0,0.9552655043539299,91.0,64.0
524,Hy's Steakhouse & Cocktail Bar,8.2,"637 Hornby St (btwn Dunsmuir & Georgia), Vancouver BC V6C 2G3",188,49.283227,-123.120523,4.0,0.9495740926941245,117.0,93.0
525,Nespresso Boutique,8.6,"674 Granville St (at Georgia St), Vancouver BC V6C 1Z6",217,49.283227,-123.120523,1.0,0.9695509476200413,70.0,32.0
526,Indigo - Robson,9.1,"1033 Robson St, Vancouver BC V6E 1A9",244,49.283227,-123.120523,,0.9947259585285804,99.0,29.0
527,Boulevard Kitchen & Oyster Bar,8.3,"845 Burrard St (Robson Street), Vancouver BC V6Z 2K6",228,49.283227,-123.120523,4.0,0.9919371668152758,129.0,69.0
528,JOEY Burrard,8.1,"820 Burrard St, Vancouver BC V6Z 1X9",219,49.283227,-123.120523,2.0,0.9911024264385043,312.0,259.0
529,Sephora,9.0,"701 Georgia St E (at Howe St.), Vancouver BC V6A 1Z9",259,49.283227,-123.120523,,0.9955986416497505,37.0,79.0
530,Vancouver Aquarium Cafe,8.3,"845 Avison Way (in Vancouver Aquarium), Vancouver BC V6G 3E2",84,49.299292,-123.130281,1.0,0.9867959249492516,14.0,40.0
531,Vancouver Aquarium,8.9,"845 Avison Way, Vancouver BC V6G 3E2",160,49.299292,-123.130281,2.0,0.9984253761074539,1920.0,1037.0
532,Stanley Park Harbourfront Seawall,9.1,"1999 Georgia St (Stanley Park Causeway Rd), Vancouver BC",234,49.299292,-123.130281,,0.9996560318249949,691.0,221.0
533,Lumberman's Arch Stanley Park,8.2,Vancouver BC,359,49.299292,-123.130281,,0.9668380413955341,51.0,26.0
534,Stanley Park Ghost Train,8.3,"2099 Beach Ave, Vancouver BC V6G 1Z4",376,49.299292,-123.130281,,0.7950143233860105,73.0,19.0
535,Variety Kids Water Park in Stanley Park,8.4,"715 Stanley Park Dr (at Avison Way), Vancouver BC",440,49.299292,-123.130281,,0.9642769061486217,53.0,12.0
536,Stanley Park Miniature Train,7.4,"on Pipeline Rd, Vancouver BC",376,49.299292,-123.130281,,0.8269241714253192,116.0,31.0
537,Brockton Oval,7.1,"Near the aquarium, Vancouver BC",428,49.299292,-123.130281,,0.9679004382386978,60.0,13.0
538,Bright Nights,6.7,Vancouver BC,376,49.299292,-123.130281,,0.9285538122972434,128.0,40.0
539,Girl in a Wetsuit,7.2,"2600 Stanley Park Dr, Vancouver BC",466,49.299292,-123.130281,,0.9386655536794977,133.0,21.0
540,Second Beach,9.2,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 1Z4",25,49.29534,-123.150433,,0.9915387679990894,724.0,129.0
541,Second Beach Pool,8.7,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 3E2",39,49.29534,-123.150433,,0.9346815655176339,197.0,32.0
542,Outdoor Movies by Fresh Air Cinemas,8.1,Vancouver BC,111,49.29534,-123.150433,,0.8952590540873822,100.0,22.0
543,Stanley Park English Bay Seawall,9.6,"Beach Ave (at Park Ln), Vancouver BC",623,49.29534,-123.150433,,0.9997080146169618,846.0,220.0
544,Teahouse Restaurant,8.7,"7501 Stanley Park Dr, Vancouver BC V6G 3E2",814,49.29534,-123.150433,3.0,0.9746163039972682,255.0,179.0
545,Rawling's Trail,,Vancouver BC,550,49.29534,-123.150433,,0.9258978201893343,,
546,Ferguson Point,7.4,"Stanley Park Dr (in Stanley Park), Vancouver BC",847,49.29534,-123.150433,,0.9563089298248942,68.0,10.0
547,Stanley Park,9.6,Vancouver BC V6G 1Z4,1006,49.29534,-123.150433,,0.9999620572556013,3136.0,1745.0
548,Stanley Park Vancouver,,Vancouver BC,567,49.29534,-123.150433,,0.8916355219973061,,
549,Tatlow Walk,,,720,49.29534,-123.150433,,0.9131111153269716,,
550,Outdoor Movies by Fresh Air Cinemas,8.1,Vancouver BC,57,49.294318,-123.148808,,0.8952590540873822,100.0,22.0
